,userid,bookid,rating
7111,49,7824,1
7112,170,1447,9
7113,172,245,5
7114,50,26339,10
7115,97,10454,2
7116,191,28600,8
7117,79,8718,9
7118,74,14891,9
7119,206,19734,6
7120,115,3727,2
7121,79,20422,4
7122,191,15000,6
7123,203,278,4
7124,199,7045,9
7125,200,31592,5
7126,190,7917,8
7127,66,12876,1
7128,55,25193,6
7129,92,4487,4
7130,149,15609,8
7131,71,1849,3
7132,168,22784,2
7133,223,1368,5
7134,237,10911,4
7135,142,16040,3
7136,115,15994,2
7137,78,5119,10
7138,118,8025,7
7139,143,10599,10
7140,22,1120,9
7141,129,26837,10
7142,208,28763,5
7143,183,17792,9
7144,84,22968,9
7145,214,1202,3
7146,220,7413,7
7147,4,29121,6
7148,4,13206,3
7149,148,17516,6
7150,161,327,2
7151,244,15275,3
7152,35,19292,9
7153,194,2095,7
7154,237,7130,7
7155,82,16588,5
7156,243,27022,8
7157,110,27294,4
7158,60,12278,3
7159,27,13607,2
7160,71,26754,10
7161,66,32511,1
7162,176,3218,7
7163,53,25219,3
7164,160,3524,9
7165,235,17242,2
7166,150,4010,5
7167,159,3035,2
7168,73,11998,7
7169,163,11149,4
7170,42,23247,2
7171,134,1985,6
7172,50,24773,4
7173,114,31735,8
7174,122,11072,6
7175,165,9237,8
7176,124,17387,5
7177,235,26938,9
7178,99,28655,10
7179,123,23055,10
7180,82,10911,3
7181,134,25712,6
7182,126,21812,10
7183,24,18646,8
7184,231,13057,10
7185,118,17163,8
7186,235,1018,5
7187,230,22333,2
7188,153,9105,3
7189,156,14598,8
7190,216,12477,10
7191,146,31592,4
7192,167,24805,3
7193,161,24891,5
7194,191,30138,2
7195,108,13057,6
7196,225,17999,8
7197,177,16839,2
7198,231,25002,4
7199,204,29916,10
7200,54,18750,5
7201,247,14369,2
7202,242,25219,9
7203,44,24130,4
7204,212,2451,9
7205,121,31335,4
7206,70,30266,10
7207,240,26881,6
7208,164,23270,4
7209,220,14477,7
7210,10,30294,2
7211,132,24132,5
7212,217,28045,10
7213,31,22203,7
7214,189,24658,7
7215,39,18690,10
7216,229,1603,9
7217,191,12922,7
7218,122,28491,7
7219,116,16444,3
7220,14,18139,10
7221,27,7901,6
7222,98,26943,8
7223,131,25162,10
7224,222,1622,2
7225,33,28924,5
7226,64,2504,8
7227,55,14871,7
7228,205,30882,2
7229,97,23055,7
7230,71,22793,4
7231,44,3446,3
7232,139,747,5
7233,204,13523,7
7234,32,6012,6
7235,233,24027,6
7236,250,21147,6
7237,69,7294,9
7238,88,2947,9
7239,176,6739,2
7240,12,30419,10
7241,39,17163,1
7242,181,10249,5
7243,217,4594,7
7244,174,2947,7
7245,50,17769,8
7246,245,12563,3
7247,228,3463,7
7248,116,10547,5
7249,12,8639,3
7250,188,28311,3
7251,25,2887,8
7252,154,16672,4
7253,114,16259,3
7254,181,10498,2
7255,152,31645,4
7256,25,6685,10
7257,182,1155,7
7258,219,32576,9
7259,247,5212,7
7260,117,18667,4
7261,33,2947,5
7262,181,28043,6
7263,94,20770,6
7264,196,14748,7
7265,19,3067,7
7266,145,725,1
7267,162,19555,5
7268,6,20988,1
7269,108,5753,2
7270,48,24683,8
7271,39,3550,8
7272,215,5756,2
7273,192,4316,4
7274,223,18641,9
7275,213,6349,4
7276,135,1364,4
7277,106,6817,10
7278,144,11857,1
7279,198,13026,7
7280,90,5119,2
7281,250,5212,1
7282,35,17598,8
7283,218,29812,9
7284,21,24080,9
7285,31,9185,10
7286,209,22968,1
7287,86,12578,3
7288,231,22323,8
7289,173,28387,4
7290,241,2911,8
7291,190,26840,8
7292,102,24775,3
7293,10,18526,3
7294,16,16799,2
7295,3,4222,3
7296,108,9125,2
7297,183,25526,1
7298,130,4628,2
7299,116,817,2
7300,1,28335,7
7301,148,20225,10
7302,86,10616,6
7303,116,1368,9
7304,103,26259,3
7305,223,24189,8
7306,113,31782,9
7307,243,29722,9
7308,163,13103,5
7309,118,31812,2
7310,8,9386,7
7311,31,23420,8
7312,151,13791,6
7313,83,6210,1
7314,37,5642,9
7315,45,15031,3
7316,181,17914,1
7317,209,22622,3
7318,34,8048,6
7319,201,6039,1
7320,187,32082,5
7321,53,7808,3
7322,143,15605,6
7323,117,17311,5
7324,219,30597,3
7325,199,3350,6
7326,165,2412,7
7327,218,25138,7
7328,99,6223,4
7329,5,18828,9
7330,132,6817,9
7331,103,22005,7
7332,180,25266,4
7333,234,30837,7
7334,231,16619,4
7335,144,9630,6
7336,179,27667,8
7337,115,24638,1
7338,108,26190,9
7339,147,12108,5
7340,126,17404,1
7341,140,6559,10
7342,147,26221,3
7343,79,24544,5
7344,196,1383,1
7345,157,23376,4
7346,80,30833,3
7347,142,12864,1
7348,149,10468,10
7349,144,14846,8
7350,96,25920,6
7351,153,655,6
7352,85,7634,5
7353,118,23236,2
7354,139,3312,5
7355,241,10498,2
7356,116,30882,6
7357,60,17128,5
7358,132,21897,2
7359,191,475,1
7360,185,31324,7
7361,194,15201,6
7362,4,15866,3
7363,188,16181,7
7364,140,4056,8
7365,232,14134,7
7366,128,20971,3
7367,62,31090,2
7368,63,12079,8
7369,1,28149,5
7370,185,854,4
7371,106,19301,2
7372,22,2095,1
7373,224,25092,1
7374,208,27460,2
7375,106,27024,6
7376,153,26393,2
7377,236,28354,5
7378,233,18652,5
7379,33,30721,8
7380,159,14871,6
7381,103,5643,2
7382,206,30266,3
7383,47,20081,9
7384,183,1391,9
7385,150,30924,2
7386,240,11461,10
7387,56,910,8
7388,208,28447,8
7389,166,19017,8
7390,141,1758,5
7391,249,3550,4
7392,208,22968,7
7393,84,18349,6
7394,179,27560,9
7395,14,25920,7
7396,117,5979,3
7397,25,15800,3
7398,209,13087,4
7399,149,28961,9
7400,142,6364,8
7401,236,30894,1
7402,31,1383,3
7403,68,4882,8
7404,20,10249,8
7405,172,3305,1
7406,75,27737,5
7407,226,27512,10
7408,202,19603,7
7409,210,26471,5
7410,222,31039,1
7411,143,28825,7
7412,221,24014,3
7413,102,6342,3
7414,17,28907,3
7415,178,29812,2
7416,239,4849,1
7417,182,22359,10
7418,17,8102,5
7419,160,2288,1
7420,210,13200,7
7421,13,11461,7
7422,147,27442,4
7423,65,19397,8
7424,123,3059,7
7425,179,7628,6
7426,76,32543,9
7427,244,18628,5
7428,98,9333,1
7429,191,2749,6
7430,33,16444,5
7431,249,23678,9
7432,106,1152,4
7433,56,14891,2
7434,203,5028,4
7435,214,18349,6
7436,27,4882,10
7437,192,25388,9
7438,66,21953,1
7439,113,32264,9
7440,154,20670,4
7441,142,21898,6
7442,27,18512,3
7443,159,16996,5
7444,62,21250,5
7445,104,26259,6
7446,210,20492,1
7447,145,3770,10
7448,164,15851,5
7449,47,22683,2
7450,69,31218,1
7451,103,7735,5
7452,244,3754,8
7453,82,6867,10
7454,107,25413,6
7455,40,27078,8
7456,249,6841,7
7457,88,6072,1
7458,127,17608,7
7459,162,18845,9
7460,213,3187,5
7461,231,10026,2
7462,241,12543,3
7463,123,30047,7
7464,68,9673,8
7465,8,21123,4
7466,101,28107,5
7467,171,11220,5
7468,53,32321,3
7469,69,3760,3
7470,43,62,3
7471,116,12278,4
7472,195,31940,10
7473,43,10616,9
7474,212,21690,4
7475,177,17246,4
7476,44,27737,2
7477,154,29762,8
7478,60,19510,7
7479,5,14956,10
7480,123,12278,5
7481,52,6645,3
7482,98,14905,2
7483,28,2288,7
7484,87,13518,8
7485,36,22277,10
7486,154,30837,4
7487,30,12268,4
7488,45,5269,6
7489,125,16444,2
7490,11,7183,1
7491,90,13882,9
7492,17,10949,6
7493,143,22084,6
7494,35,5024,4
7495,126,31914,6
7496,77,3176,1
7497,150,11583,5
7498,27,20312,7
7499,31,7578,1
